id,version,processing_date,url,name,registration_number,domain,website,website_status,number_of_about_pages,number_of_contact_pages,number_of_management_pages,number_of_product_pages,year_founded,incorporation_date,number_of_registered_officers,number_of_key_persons,number_of_partners,number_of_clients,number_of_emails,number_of_ip_addresses,total_changes,address_changes,alias_changes,assoc_investor_changes,ch_changes,client_changes,description_changes,email_changes,fax_changes,founded_year_changes,investor_changes,ip_address_changes,linked_domain_changes,name_changes,page_content_changes,page_structure_changes,partner_changes,person_changes,phone_changes,primary_contact_changes,registration_number_changes,robots_changes,ticker_changes,vat_changes,web_status_changes
8091939,10,2013-10-19,http://endb-consolidated.aihit.com/007B79230000000A/overview.htm,"Peneo","",peneo.com,"www.peneo.com","OK",0,1,0,0,-1,,-1,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,0,1,0,4,9,0,0,0,0,0,2,0,0,0
9206162,10,2013-10-19,http://endb-consolidated.aihit.com/008C79920000000A/overview.htm,"Trudy's Hallmark","",trudyshallmark.com,"trudyshallmark.com","OK",1,2,0,3,1982,,-1,0,0,0,21,1,15,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,1,0,0,0
8318144,10,2013-10-19,http://endb-consolidated.aihit.com/007EECC00000000A/overview.htm,"Pro-Tech Home Medical Products","",protechdelivers.com,"www.protechdelivers.com","OK",1,2,0,17,1983,,-1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0
4784881,13,2013-10-19,http://endb-consolidated.aihit.com/004902F10000000D/overview.htm,"ART TECK LIMITED","08277663",,"","",0,0,0,0,-1,2012-11-01,2,2,0,0,0,0,15,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
15052894,1,2013-10-19,http://endb-consolidated.aihit.com/00E5B05E00000001/overview.htm,"seoplannings com","",seoplannings.com,"seoplannings.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5758989,10,2013-10-19,http://endb-consolidated.aihit.com/0057E00D0000000A/overview.htm,"Canadian Halal Food","",canadianhalalfoods.com,"www.canadianhalalfoods.com","OK",1,1,0,0,1973,,-1,3,0,0,2,1,21,1,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,0
4973114,11,2013-10-19,http://endb-consolidated.aihit.com/004BE23A0000000B/overview.htm,"ssh self drive","",sshselfdrive.com,"www.sshselfdrive.com","OK",1,1,0,0,2005,,-1,1,0,0,1,1,29,2,0,0,0,0,0,0,0,0,0,2,1,0,17,4,0,0,0,0,0,1,0,0,2
9321432,10,2013-10-19,http://endb-consolidated.aihit.com/008E3BD80000000A/overview.htm,"John A","",vbosch.com,"www.vbosch.com","OK",0,1,0,0,-1,,-1,0,0,0,1,1,37,1,0,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,7,1,0,1,0,0,0
290769,19,2013-10-19,http://endb-consolidated.aihit.com/00046FD100000013/overview.htm,"Ian Foley","",ianfoley.co.uk,"www.ianfoley.co.uk","OK",0,0,0,0,-1,,-1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
11803907,7,2013-10-19,http://endb-consolidated.aihit.com/00B41D0300000007/overview.htm,"CATS","",catsnv.com,"www.catsnv.com","Unavailable",1,1,1,0,-1,,-1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1629341,19,2013-10-19,http://endb-consolidated.aihit.com/0018DC9D00000013/overview.htm,"BROADWAY ASSOCIATES LIMITED","06104024",,"","",0,0,0,0,-1,2007-02-14,2,2,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7827460,10,2013-10-19,http://endb-consolidated.aihit.com/007770040000000A/overview.htm,"MidStates Tools & Die Engineering","",mtdsales.com,"www.mtdsales.com","OK",1,0,0,0,1985,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8833518,10,2013-10-19,http://endb-consolidated.aihit.com/0086C9EE0000000A/overview.htm,"St. Joe Brick","",stjoebrick.com,"www.stjoebrick.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
8808645,10,2013-10-19,http://endb-consolidated.aihit.com/008668C50000000A/overview.htm,"Stanley Machinig & Tool","",stanleymachining.com,"www.stanleymachining.com","OK",2,2,0,0,-1,,-1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,1,0,0,0
4049416,18,2013-10-19,http://endb-consolidated.aihit.com/003DCA0800000012/overview.htm,"RCS Communications","",rcscommunications.co.uk,"www.rcscommunications.co.uk","OK",0,1,0,0,-1,,-1,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,5
4659124,13,2013-10-19,http://endb-consolidated.aihit.com/004717B40000000D/overview.htm,"edwardslogistics co uk","",edwardslogistics.co.uk,"www.edwardslogistics.co.uk","EmptyPage",0,0,0,0,-1,,-1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3
10485152,9,2013-10-19,http://endb-consolidated.aihit.com/009FFDA000000009/overview.htm,"Libby Environmental","",libbyenvironmental.com,"libbyenvironmental.com","OK",1,1,7,0,-1,,-1,5,0,66,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,1,0,0,0
11170312,9,2013-10-19,http://endb-consolidated.aihit.com/00AA720800000009/overview.htm,"whambambu com","",whambambu.com,"www.whambambu.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0
3970656,15,2013-10-19,http://endb-consolidated.aihit.com/003C96600000000F/overview.htm,"Mitchell Smith & Partners","",mitchellsmithandpartners.com,"","DomainNotFound",1,0,0,0,-1,,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3768730,18,2013-10-19,http://endb-consolidated.aihit.com/0039819A00000012/overview.htm,"Coilcar","",coilcar.com,"www.coilcar.com","OK",0,3,0,0,-1,,-1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4167869,18,2013-10-19,http://endb-consolidated.aihit.com/003F98BD00000012/overview.htm,"whscms.org.uk","",whscms.org.uk,"www.whscms.org.uk","OK",0,0,0,0,-1,,-1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
12658709,5,2013-10-19,http://endb-consolidated.aihit.com/00C1281500000005/overview.htm,"leadquote.net","",leadquote.net,"www.leadquote.net","OK",0,0,0,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199791,18,2013-10-19,http://endb-consolidated.aihit.com/0040156F00000012/overview.htm,"SKM CONSULTING LIMITED","08105302",,"","",0,0,0,0,-1,2012-06-14,1,1,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616918,19,2013-10-19,http://endb-consolidated.aihit.com/0027EE5600000013/overview.htm,"MICHEL MICHEL LTD","07748154",,"","",0,0,0,0,-1,2011-08-22,1,1,0,0,0,0,29,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156094,19,2013-10-19,http://endb-consolidated.aihit.com/0011A3FE00000013/overview.htm,"THE SEVERN LAKE COMPANY LIMITED","04656908",,"","",0,0,0,0,-1,2003-02-05,2,2,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10508358,9,2013-10-19,http://endb-consolidated.aihit.com/00A0584600000009/overview.htm,"Love Wedding Film","",loveweddingfilm.com,"www.weloveweddingfilm.co.uk","OK",2,1,0,0,-1,,-1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0
2636323,19,2013-10-19,http://endb-consolidated.aihit.com/00283A2300000013/overview.htm,"AFFARE LIMITED","07769231",,"","",0,0,0,0,-1,2011-09-09,1,1,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040718,9,2013-10-19,http://endb-consolidated.aihit.com/0099358E00000009/overview.htm,"Discover Victoria Wine Tours","",discovervictoriawinetours.com,"discovervictoriawinetours.com","OK",1,1,0,0,1987,,-1,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,3
10441384,9,2013-10-19,http://endb-consolidated.aihit.com/009F52A800000009/overview.htm,"Kläger Plastik","",klaeger-plastik.com,"www.klaeger-plastik.com","OK",0,4,0,19,-1,,-1,0,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,1,0,0,0,2,0,0,0
14084977,2,2013-10-19,http://endb-consolidated.aihit.com/00D6EB7100000002/overview.htm,"SBA Traders","",sbatraders.com,"www.sbatraders.com","OK",0,0,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563222,3,2013-10-19,http://endb-consolidated.aihit.com/00CEF55600000003/overview.htm,"ASSIST SECURE INSPECT LTD","08609983",,"","",0,0,0,0,-1,2013-07-15,1,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981490,10,2013-10-19,http://endb-consolidated.aihit.com/006A87720000000A/overview.htm,"Z Web Design","",hostingwebdesign.com.au,"www.hostingwebdesign.com.au","OK",1,1,0,0,-1,,-1,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,19,0,34,2,0,0,1,0,1,1,0,0,0
2977070,19,2013-10-19,http://endb-consolidated.aihit.com/002D6D2E00000013/overview.htm,"RICE BROS LIMITED","NI013853",,"","",0,0,0,0,-1,1979-09-28,2,2,0,0,0,0,82,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10602265,9,2013-10-19,http://endb-consolidated.aihit.com/00A1C71900000009/overview.htm,"Metro Vision","",mvpathlab.com,"www.mvpathlab.com","DomainNotFound",1,1,0,0,-1,,-1,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1
8352338,10,2013-10-19,http://endb-consolidated.aihit.com/007F72520000000A/overview.htm,"Quality Tanks","",qualitytanks.com.au,"www.qualitytanks.com.au","OK",1,2,0,0,-1,,-1,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,1,0,0,0
13589320,3,2013-10-19,http://endb-consolidated.aihit.com/00CF5B4800000003/overview.htm,"NC METAL RECYCLING LTD","08636915",,"","",0,0,0,0,-1,2013-08-05,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953302,10,2013-10-19,http://endb-consolidated.aihit.com/006A19560000000A/overview.htm,"Holdsworth & Cresley Limited","",holdsworthcresley.com,"www.holdsworthcresley.com","OK",1,1,0,0,-1,,-1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0
11237802,9,2013-10-19,http://endb-consolidated.aihit.com/00AB79AA00000009/overview.htm,"THE STYLE FACTORY COLLECTIVE C.I.C.","08451569",,"","",0,0,0,0,-1,2013-03-19,3,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220786,10,2013-10-19,http://endb-consolidated.aihit.com/006E2E320000000A/overview.htm,"Jim Demetriou Group","",jdgroup.com.au,"www.jdgroup.com.au","OK",1,1,0,0,-1,,-1,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0
1316235,19,2013-10-19,http://endb-consolidated.aihit.com/0014158B00000013/overview.htm,"HANKEY & EVANS LIMITED","05168159",,"","",0,0,0,0,-1,2004-07-01,2,2,0,0,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12542674,5,2013-10-19,http://endb-consolidated.aihit.com/00BF62D200000005/overview.htm,"FARO-LICHTDESIGN","",faro-lichtdesign.de,"www.faro-lichtdesign.de","OK",0,0,0,0,-1,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9719731,9,2013-10-19,http://endb-consolidated.aihit.com/00944FB300000009/overview.htm,"Apex Pinnacle","",apexpinnacle.com,"www.apexpinnacle.com","OK",0,1,0,1,-1,,-1,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
504079,19,2013-10-19,http://endb-consolidated.aihit.com/0007B10F00000013/overview.htm,"MASTER DENTAL LABORATORIES LIMITED","01024378",,"","",0,0,0,0,-1,1971-09-16,3,2,0,0,0,0,67,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213275,19,2013-10-19,http://endb-consolidated.aihit.com/0003411B00000013/overview.htm,"Brunton Day Nursery","",bruntondaynursery.co.uk,"www.bruntondaynursery.co.uk","OK",0,0,0,0,-1,,-1,0,0,0,1,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3
12427506,5,2013-10-19,http://endb-consolidated.aihit.com/00BDA0F200000005/overview.htm,"The Atlas Bar","",atlasbar.net,"","DomainNotFound",1,2,0,0,-1,,-1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3019062,19,2013-10-19,http://endb-consolidated.aihit.com/002E113600000013/overview.htm,"REAL ESTATE VENTURE CAPITAL PARTNERS II LLP","OC315114",,"","",0,0,0,0,-1,2005-09-09,2,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444613,19,2013-10-19,http://endb-consolidated.aihit.com/00254D4500000013/overview.htm,"POST-OFF LIMITED","07558849",,"","",0,0,0,0,-1,2011-03-10,1,1,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2812984,19,2013-10-19,http://endb-consolidated.aihit.com/002AEC3800000013/overview.htm,"JT ESTATES LIMITED","07958954",,"","",0,0,0,0,-1,2012-02-21,1,1,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12676770,5,2013-10-19,http://endb-consolidated.aihit.com/00C16EA200000005/overview.htm,"Mediaalive","",mediaalive.co.uk,"www.mediaalive.co.uk","OK",2,2,0,0,-1,,-1,0,0,11,1,1,72,0,0,0,0,2,0,0,0,0,0,0,0,0,63,2,0,0,0,0,0,1,0,0,4
13385252,4,2013-10-19,http://endb-consolidated.aihit.com/00CC3E2400000004/overview.htm,"Cyberpoint Marketing","",successlabs.com,"www.cyberpointmarketing.com","OK",1,1,0,0,-1,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137369,19,2013-10-19,http://endb-consolidated.aihit.com/0002189900000013/overview.htm,"THAMES VALLEY MANAGEMENT CONSULTANTS LIMITED","05226202",tv-consultants.com,"www.tv-consultants.com","OK",1,1,0,0,-1,2004-09-08,2,2,0,0,7,1,42,0,0,0,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
13057813,4,2013-10-19,http://endb-consolidated.aihit.com/00C73F1500000004/overview.htm,"Order Online","",chinagardenrockaway.com,"www.chinagardenrockaway.com","OK",0,1,0,0,-1,,-1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
8717865,10,2013-10-19,http://endb-consolidated.aihit.com/008506290000000A/overview.htm,"SiniSana","",sinisana.us,"www.sinisana.us","EmptyPage",0,0,0,0,-1,,-1,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,28,0,4,3,0,0,0,0,0,4,0,0,1
13601868,3,2013-10-19,http://endb-consolidated.aihit.com/00CF8C4C00000003/overview.htm,"RETHINK WASTE LTD","08649851",,"","",0,0,0,0,-1,2013-08-14,3,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613537,19,2013-10-19,http://endb-consolidated.aihit.com/0027E12100000013/overview.htm,"SK LEISURE LTD","07744476",,"","",0,0,0,0,-1,2011-08-17,1,1,0,0,0,0,20,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687925,2,2013-10-19,http://endb-consolidated.aihit.com/00D0DC7500000002/overview.htm,"arnolds co nz","",arnolds.co.nz,"www.arnolds.co.nz","OK",0,0,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210859,10,2013-10-19,http://endb-consolidated.aihit.com/004F82EB0000000A/overview.htm,"AGuru4U","",aguru4u.com,"www.aguru4u.com","OK",1,1,0,0,-1,,-1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
10089060,9,2013-10-19,http://endb-consolidated.aihit.com/0099F26400000009/overview.htm,"Ecolutions","",ecolutions.gr,"www.ecolutions.gr","OK",0,1,0,0,-1,,-1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9767482,9,2013-10-19,http://endb-consolidated.aihit.com/00950A3A00000009/overview.htm,"Ayr Data","",ayrdata.com,"www.ayrdata.com","OK",0,1,0,1,-1,,-1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
8030452,10,2013-10-19,http://endb-consolidated.aihit.com/007A88F40000000A/overview.htm,"Page One","",page1book.com,"www.page1book.com","OK",2,1,0,0,1981,,-1,0,0,0,2,1,63,0,0,0,0,0,0,3,0,0,0,0,26,0,29,4,0,0,0,0,0,1,0,0,0
9933606,9,2013-10-19,http://endb-consolidated.aihit.com/0097932600000009/overview.htm,"ClickBank Daddy","",clickbankdaddy.com,"www.clickbankdaddy.com","OK",1,0,0,1,-1,,-1,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,2,0,0,0
11359884,8,2013-10-19,http://endb-consolidated.aihit.com/00AD568C00000008/overview.htm,"Connect Business Systems","",connectbiz.net,"www.connectbiz.net","OK",0,0,0,0,-1,,-1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13684361,2,2013-10-19,http://endb-consolidated.aihit.com/00D0CE8900000002/overview.htm,"Approach Creative","",approachcreative.com,"approachcreative.com","OK",0,0,0,0,-1,,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6558701,10,2013-10-19,http://endb-consolidated.aihit.com/006413ED0000000A/overview.htm,"Fiabane Associates","",fiabaneassociates.com,"www.fiabaneassociates.com","OK",1,0,0,0,-1,,-1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0
1186002,19,2013-10-19,http://endb-consolidated.aihit.com/001218D200000013/overview.htm,"LEEDS SMITH CONSULTING LIMITED","04742771",,"","",0,0,0,0,-1,2003-04-24,1,1,0,0,0,0,52,2,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810005,10,2013-10-19,http://endb-consolidated.aihit.com/00866E150000000A/overview.htm,"Steros GmbH","",steros-gmbh.de,"www.steros-gmbh.de","OK",1,3,0,0,2006,,-1,10,0,0,14,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,0,0,0
2850966,19,2013-10-19,http://endb-consolidated.aihit.com/002B809600000013/overview.htm,"EU - SACHWERT MANAGEMENT LTD","07998091",,"","",0,0,0,0,-1,2012-03-20,1,1,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
8962429,10,2013-10-19,http://endb-consolidated.aihit.com/0088C17D0000000A/overview.htm,"Terminus Design","",terminus-design.com,"www.terminus-design.com","OK",0,1,0,0,-1,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11217044,9,2013-10-19,http://endb-consolidated.aihit.com/00AB289400000009/overview.htm,"EHD DESIGN AND BUILD LIMITED","08429950",,"","",0,0,0,0,-1,2013-03-05,2,2,0,0,0,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436045,10,2013-10-19,http://endb-consolidated.aihit.com/0071770D0000000A/overview.htm,"Lindell & Farson, P.A.","",lindellfarson.com,"www.lindellfarson.com","OK",0,1,5,0,-1,,-1,4,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0
814171,19,2013-10-19,http://endb-consolidated.aihit.com/000C6C5B00000013/overview.htm,"DENNISON COURT MANAGEMENT COMPANY LIMITED","03294415",,"","",0,0,0,0,-1,1996-12-19,3,2,0,0,0,0,52,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810161,19,2013-10-19,http://endb-consolidated.aihit.com/000C5CB100000013/overview.htm,"DELTAVISION CONSULTING LIMITED","03274873",,"","",0,0,0,0,-1,1996-11-07,2,2,0,0,0,0,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245516,10,2013-10-19,http://endb-consolidated.aihit.com/006E8ECC0000000A/overview.htm,"JTManufacturing","",jtmanufacturing.com,"www.jtmanufacturing.com","OK",0,2,0,0,-1,,-1,4,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
7566346,10,2013-10-19,http://endb-consolidated.aihit.com/0073740A0000000A/overview.htm,"MagicInfoStore","",magicinfostore.com,"magicinfostore.com","OK",1,1,0,1,-1,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12487162,5,2013-10-19,http://endb-consolidated.aihit.com/00BE89FA00000005/overview.htm,"WUXI GREAT TEXTILES IMPORT & EXPORT","",cnplush.com,"www.cnplush.com","OK",1,1,0,2,-1,,-1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460690,19,2013-10-19,http://endb-consolidated.aihit.com/00258C1200000013/overview.htm,"J & T CLEANING SOLUTIONS LTD","07576713",,"","",0,0,0,0,-1,2011-03-24,3,3,0,0,0,0,43,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
7507058,10,2013-10-19,http://endb-consolidated.aihit.com/00728C720000000A/overview.htm,"Logmedics","",logmedics.com,"www.logmedics.com","OK",1,1,0,0,-1,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9580057,10,2013-10-19,http://endb-consolidated.aihit.com/00922E190000000A/overview.htm,"NEOS CHRONOS LIMITED","08407585",,"","",0,0,0,0,-1,2013-02-18,3,3,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13297571,4,2013-10-19,http://endb-consolidated.aihit.com/00CAE7A300000004/overview.htm,"premierfuels co uk","",premierfuels.co.uk,"www.premierfuels.co.uk","OK",1,1,0,0,-1,,-1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1966665,19,2013-10-19,http://endb-consolidated.aihit.com/001E024900000013/overview.htm,"ALL IN 1 SOLUTIONS  (UK) LIMITED","06857465",,"","",0,0,0,0,-1,2009-03-24,2,2,0,0,0,0,30,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6543323,10,2013-10-19,http://endb-consolidated.aihit.com/0063D7DB0000000A/overview.htm,"Fastener Service Corporation","",fastenerservice.com,"www.fastenerservice.com","OK",1,2,0,1,-1,,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9730681,9,2013-10-19,http://endb-consolidated.aihit.com/00947A7900000009/overview.htm,"AREA Management","",area-management.de,"www.area-management.de","OK",1,1,0,0,-1,,-1,6,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10455774,9,2013-10-19,http://endb-consolidated.aihit.com/009F8ADE00000009/overview.htm,"laser, ink","",laserprinterrice.blogspot.com,"laserprinterrice.blogspot.co.uk","OK",0,0,0,0,-1,,-1,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,13,0,0,4,2,0,0,0,0,0,2,0,0,2
5856287,10,2013-10-19,http://endb-consolidated.aihit.com/00595C1F0000000A/overview.htm,"Ceramic Techniques","",ceramictechniques.net,"www.ceramictechniques.net","OK",0,1,0,5,-1,,-1,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,2,0,0,0
7504983,10,2013-10-19,http://endb-consolidated.aihit.com/007284570000000A/overview.htm,"Lotus Travel","",lotustours.net,"www.lotustours.net","OK",1,2,3,0,-1,,-1,12,0,0,7,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,1,0,0,0,2,0,0,0
333573,13,2013-10-19,http://endb-consolidated.aihit.com/000517050000000D/overview.htm,"MR-casinos","",mr-casinos.co.uk,"","DomainNotFound",1,1,0,0,-1,,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6946608,10,2013-10-19,http://endb-consolidated.aihit.com/0069FF300000000A/overview.htm,"hkeep com","",hkeep.com,"www.hkeep.com","OK",0,0,0,0,-1,,-1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
13696787,2,2013-10-19,http://endb-consolidated.aihit.com/00D0FF1300000002/overview.htm,"AV Career Vision Overseas","",avcareervisionoverseas.com,"www.avcareervisionoverseas.com","OK",1,1,0,0,2006,,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9701845,9,2013-10-19,http://endb-consolidated.aihit.com/009409D500000009/overview.htm,"American Hospitality Manufacturers","",americanhma.org,"www.americanhma.org","OK",0,0,0,0,-1,,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
