company_id,type,country,authority,registration_number
2792589,"CompanyRegistrationNumber","United Kingdom","Companies House","07937257"
2851292,"CompanyRegistrationNumber","United Kingdom","Companies House","07998427"
496220,"CompanyRegistrationNumber","United Kingdom","Companies House","00945107"
2214818,"CompanyRegistrationNumber","United Kingdom","Companies House","07264785"
3259305,"CompanyRegistrationNumber","United Kingdom","Companies House","07086262"
12123983,"CompanyRegistrationNumber","United Kingdom","Companies House","08513660"
2234830,"CompanyRegistrationNumber","United Kingdom","Companies House","07293799"
12157529,"CompanyRegistrationNumber","United Kingdom","Companies House","08548315"
926640,"CompanyRegistrationNumber","United Kingdom","Companies House","03840126"
13602396,"CompanyRegistrationNumber","United Kingdom","Companies House","08650391"
12332669,"CompanyRegistrationNumber","United Kingdom","Companies House","08553554"
3632075,"CompanyRegistrationNumber","United Kingdom","Companies House","02280277"
4885880,"CompanyRegistrationNumber","United Kingdom","Companies House","08318434"
13530171,"CompanyRegistrationNumber","United Kingdom","Companies House","08575742"
1907395,"CompanyRegistrationNumber","United Kingdom","Companies House","06746299"
9575797,"CompanyRegistrationNumber","United Kingdom","Companies House","08403151"
4217327,"CompanyRegistrationNumber","United Kingdom","Companies House","08123565"
1752509,"CompanyRegistrationNumber","United Kingdom","Companies House","06418870"
2848707,"CompanyRegistrationNumber","United Kingdom","Companies House","07995782"
3277003,"CompanyRegistrationNumber","United Kingdom","Companies House","08032361"
644068,"CompanyRegistrationNumber","United Kingdom","Companies House","02260953"
642789,"CompanyRegistrationNumber","United Kingdom","Companies House","02250969"
1936620,"CompanyRegistrationNumber","United Kingdom","Companies House","06802781"
3597531,"CompanyRegistrationNumber","United Kingdom","Companies House","02327800"
4724773,"CompanyRegistrationNumber","United Kingdom","Companies House","08250319"
2266133,"CompanyRegistrationNumber","United Kingdom","Companies House","07338785"
13542366,"CompanyRegistrationNumber","United Kingdom","Companies House","08588379"
605823,"CompanyRegistrationNumber","United Kingdom","Companies House","01966779"
3329927,"CompanyRegistrationNumber","United Kingdom","Companies House","07708058"
1635591,"CompanyRegistrationNumber","United Kingdom","Companies House","06123846"
1018541,"CompanyRegistrationNumber","United Kingdom","Companies House","04214410"
4257697,"CompanyRegistrationNumber","","","SC204637"
836605,"CompanyRegistrationNumber","United Kingdom","Companies House","03409079"
3348863,"CompanyRegistrationNumber","United Kingdom","Companies House","07189878"
2192997,"CompanyRegistrationNumber","United Kingdom","Companies House","07232912"
13530711,"CompanyRegistrationNumber","United Kingdom","Companies House","08576309"
11508299,"CompanyRegistrationNumber","","","12 094 225 073"
11508299,"CompanyRegistrationNumber","","","14 094 225 082"
11508299,"CompanyRegistrationNumber","","","16 094 225 091"
11508299,"CompanyRegistrationNumber","","","34 139 626 994"
11508299,"CompanyRegistrationNumber","","","45 090 513 849"
11508299,"CompanyRegistrationNumber","","","47 091 509 796"
11508299,"CompanyRegistrationNumber","","","64 094 218 443"
11508299,"CompanyRegistrationNumber","","","65 133 058 741"
11508299,"CompanyRegistrationNumber","","","79 135 424 878"
11508299,"CompanyRegistrationNumber","","","84 137 606 172"
11508299,"CompanyRegistrationNumber","","","99 094 225 064"
13899738,"CompanyRegistrationNumber","","","43 478 811 733"
4553230,"CompanyRegistrationNumber","United Kingdom","Companies House","08202917"
13495936,"CompanyRegistrationNumber","United Kingdom","Companies House","08659447"
1226665,"CompanyRegistrationNumber","United Kingdom","Companies House","04880805"
441722,"CompanyRegistrationNumber","United Kingdom","Companies House","00217358"
1440264,"CompanyRegistrationNumber","United Kingdom","Companies House","05557331"
2133965,"CompanyRegistrationNumber","United Kingdom","Companies House","07146094"
4755910,"CompanyRegistrationNumber","United Kingdom","Companies House","SC310383"
4325741,"CompanyRegistrationNumber","United Kingdom","Companies House","08156432"
12334521,"CompanyRegistrationNumber","United Kingdom","Companies House","08555462"
1574118,"CompanyRegistrationNumber","United Kingdom","Companies House","05951611"
4364672,"CompanyRegistrationNumber","United Kingdom","Companies House","03978038"
818725,"CompanyRegistrationNumber","United Kingdom","Companies House","03317329"
6208878,"CompanyRegistrationNumber","","","50 104 818 466"
4983500,"CompanyRegistrationNumber","United Kingdom","Companies House","08345360"
3094725,"CompanyRegistrationNumber","United Kingdom","Companies House","SC216940"
4765467,"CompanyRegistrationNumber","United Kingdom","Companies House","04277633"
2320839,"CompanyRegistrationNumber","United Kingdom","Companies House","07416657"
2637755,"CompanyRegistrationNumber","United Kingdom","Companies House","07770802"
13550564,"CompanyRegistrationNumber","United Kingdom","Companies House","08596888"
2781418,"CompanyRegistrationNumber","United Kingdom","Companies House","07925364"
599420,"CompanyRegistrationNumber","United Kingdom","Companies House","01914408"
3271189,"CompanyRegistrationNumber","United Kingdom","Companies House","08060672"
13533742,"CompanyRegistrationNumber","United Kingdom","Companies House","08579471"
4604788,"CompanyRegistrationNumber","United Kingdom","Companies House","06533998"
846964,"CompanyRegistrationNumber","United Kingdom","Companies House","03461822"
759258,"CompanyRegistrationNumber","United Kingdom","Companies House","03006300"
9986952,"CompanyRegistrationNumber","","","482811"
2513277,"CompanyRegistrationNumber","United Kingdom","Companies House","07634686"
1361676,"CompanyRegistrationNumber","United Kingdom","Companies House","05315027"
4223692,"CompanyRegistrationNumber","","","XR 36570"
4223692,"CompanyRegistrationNumber","United Kingdom","Companies House","NI037645"
2097098,"CompanyRegistrationNumber","United Kingdom","Companies House","07087018"
1438970,"CompanyRegistrationNumber","United Kingdom","Companies House","05553234"
3264711,"CompanyRegistrationNumber","United Kingdom","Companies House","07082501"
2949855,"CompanyRegistrationNumber","United Kingdom","Companies House","FC028042"
3284824,"CompanyRegistrationNumber","United Kingdom","Companies House","08042046"
1713029,"CompanyRegistrationNumber","United Kingdom","Companies House","06325170"
13556314,"CompanyRegistrationNumber","United Kingdom","Companies House","08602863"
675984,"CompanyRegistrationNumber","United Kingdom","Companies House","02498684"
445269,"CompanyRegistrationNumber","United Kingdom","Companies House","00294042"
3146726,"CompanyRegistrationNumber","United Kingdom","Companies House","SC342588"
505491,"CompanyRegistrationNumber","United Kingdom","Companies House","01038517"
1327993,"CompanyRegistrationNumber","United Kingdom","Companies House","05206972"
2022843,"CompanyRegistrationNumber","United Kingdom","Companies House","06958399"
4583071,"CompanyRegistrationNumber","United Kingdom","Companies House","08233862"
2253694,"CompanyRegistrationNumber","United Kingdom","Companies House","07320967"
4325441,"CompanyRegistrationNumber","United Kingdom","Companies House","08156123"
1575109,"CompanyRegistrationNumber","United Kingdom","Companies House","05954357"
4243048,"CompanyRegistrationNumber","United Kingdom","Companies House","03949481"
2849888,"CompanyRegistrationNumber","United Kingdom","Companies House","07996987"
5004570,"CompanyRegistrationNumber","United Kingdom","Companies House","08367257"
2467952,"CompanyRegistrationNumber","United Kingdom","Companies House","07584694"
9608162,"CompanyRegistrationNumber","United Kingdom","Companies House","07304458"
2905604,"CompanyRegistrationNumber","United Kingdom","Companies House","08054115"
3317030,"CompanyRegistrationNumber","United Kingdom","Companies House","06461467"
2932978,"CompanyRegistrationNumber","United Kingdom","Companies House","08082069"
4453848,"CompanyRegistrationNumber","United Kingdom","Companies House","08176188"
645501,"CompanyRegistrationNumber","United Kingdom","Companies House","02271232"
2471707,"CompanyRegistrationNumber","United Kingdom","Companies House","07588816"
2927696,"CompanyRegistrationNumber","United Kingdom","Companies House","08076679"
4112078,"CompanyRegistrationNumber","United Kingdom","Companies House","5262576"
141909,"CompanyRegistrationNumber","United Kingdom","Companies House","05473313"
2102974,"CompanyRegistrationNumber","United Kingdom","Companies House","07096482"
1776013,"CompanyRegistrationNumber","United Kingdom","Companies House","06470414"
15146270,"CompanyRegistrationNumber","United Kingdom","Companies House","08710761"
2884502,"CompanyRegistrationNumber","United Kingdom","Companies House","08032490"
3591776,"CompanyRegistrationNumber","United Kingdom","Companies House","00479653"
2863221,"CompanyRegistrationNumber","United Kingdom","Companies House","08010636"
1821147,"CompanyRegistrationNumber","United Kingdom","Companies House","06565266"
3542890,"CompanyRegistrationNumber","United Kingdom","Companies House","04442667"
457827,"CompanyRegistrationNumber","United Kingdom","Companies House","00498988"
3097537,"CompanyRegistrationNumber","United Kingdom","Companies House","SC225941"
3389169,"CompanyRegistrationNumber","United Kingdom","Companies House","05021826"
2001895,"CompanyRegistrationNumber","United Kingdom","Companies House","06920752"
510679,"CompanyRegistrationNumber","United Kingdom","Companies House","01095956"
1817397,"CompanyRegistrationNumber","United Kingdom","Companies House","06557159"
2711140,"CompanyRegistrationNumber","United Kingdom","Companies House","07850125"
4990713,"CompanyRegistrationNumber","United Kingdom","Companies House","08352884"
3129186,"CompanyRegistrationNumber","United Kingdom","Companies House","SC305891"
2647814,"CompanyRegistrationNumber","United Kingdom","Companies House","07781738"
5014508,"CompanyRegistrationNumber","United Kingdom","Companies House","08377596"
9573557,"CompanyRegistrationNumber","United Kingdom","Companies House","08400789"
515271,"CompanyRegistrationNumber","United Kingdom","Companies House","01148072"
15147578,"CompanyRegistrationNumber","United Kingdom","Companies House","NI620207"
639730,"CompanyRegistrationNumber","United Kingdom","Companies House","02227247"
1078189,"CompanyRegistrationNumber","United Kingdom","Companies House","04425330"
13633205,"CompanyRegistrationNumber","United Kingdom","Companies House","08625431"
15131639,"CompanyRegistrationNumber","United Kingdom","Companies House","08695722"
179580,"CompanyRegistrationNumber","","","517234"
179580,"CompanyRegistrationNumber","United Kingdom","Companies House","01782339"
12163230,"CompanyRegistrationNumber","United Kingdom","Companies House","SC449049"
3025858,"CompanyRegistrationNumber","United Kingdom","Companies House","OC329656"
9571538,"CompanyRegistrationNumber","United Kingdom","Companies House","08398678"
2864525,"CompanyRegistrationNumber","United Kingdom","Companies House","08011988"
9391297,"CompanyRegistrationNumber","","","14 321 413 310"
4362300,"CompanyRegistrationNumber","United Kingdom","Companies House","05090100"
147073,"CompanyRegistrationNumber","United Kingdom","Companies House","03674231"
7076897,"CompanyRegistrationNumber","","","HRA 28334"
7076897,"CompanyRegistrationNumber","","","HRB 71765"
2905945,"CompanyRegistrationNumber","United Kingdom","Companies House","08054467"
789085,"CompanyRegistrationNumber","United Kingdom","Companies House","03165944"
13520656,"CompanyRegistrationNumber","United Kingdom","Companies House","08565914"
1779561,"CompanyRegistrationNumber","United Kingdom","Companies House","06478311"
2933935,"CompanyRegistrationNumber","United Kingdom","Companies House","08083038"
11211848,"CompanyRegistrationNumber","United Kingdom","Companies House","08195140"
833958,"CompanyRegistrationNumber","United Kingdom","Companies House","03395017"
5016038,"CompanyRegistrationNumber","United Kingdom","Companies House","08379189"
1604923,"CompanyRegistrationNumber","United Kingdom","Companies House","06032409"
1696293,"CompanyRegistrationNumber","United Kingdom","Companies House","06283556"
2193770,"CompanyRegistrationNumber","United Kingdom","Companies House","07234049"
13576224,"CompanyRegistrationNumber","United Kingdom","Companies House","08623374"
2311224,"CompanyRegistrationNumber","United Kingdom","Companies House","07403570"
12152210,"CompanyRegistrationNumber","United Kingdom","Companies House","08542839"
11247763,"CompanyRegistrationNumber","United Kingdom","Companies House","08461899"
4193270,"CompanyRegistrationNumber","United Kingdom","Companies House","08098504"
3093635,"CompanyRegistrationNumber","United Kingdom","Companies House","SC213353"
1095152,"CompanyRegistrationNumber","United Kingdom","Companies House","04477314"
2832607,"CompanyRegistrationNumber","United Kingdom","Companies House","07979204"
2457002,"CompanyRegistrationNumber","United Kingdom","Companies House","07572615"
1494928,"CompanyRegistrationNumber","United Kingdom","Companies House","05722226"
2526789,"CompanyRegistrationNumber","United Kingdom","Companies House","07649514"
466216,"CompanyRegistrationNumber","United Kingdom","Companies House","00597920"
4955571,"CompanyRegistrationNumber","","","222117"
602252,"CompanyRegistrationNumber","United Kingdom","Companies House","01937044"
3517307,"CompanyRegistrationNumber","United Kingdom","Companies House","03794541"
925966,"CompanyRegistrationNumber","United Kingdom","Companies House","03837069"
1457137,"CompanyRegistrationNumber","United Kingdom","Companies House","05608314"
859003,"CompanyRegistrationNumber","United Kingdom","Companies House","03520096"
3269028,"CompanyRegistrationNumber","United Kingdom","Companies House","07047338"
11717493,"CompanyRegistrationNumber","United Kingdom","Companies House","08505221"
2104107,"CompanyRegistrationNumber","United Kingdom","Companies House","07098392"
603689,"CompanyRegistrationNumber","United Kingdom","Companies House","01949033"
4450498,"CompanyRegistrationNumber","United Kingdom","Companies House","08172676"
4612743,"CompanyRegistrationNumber","United Kingdom","Companies House","06862946"
13663698,"CompanyRegistrationNumber","","","1051979"
13663698,"CompanyRegistrationNumber","","","2436887"
2047726,"CompanyRegistrationNumber","United Kingdom","Companies House","07002336"
1711580,"CompanyRegistrationNumber","United Kingdom","Companies House","06321559"
968418,"CompanyRegistrationNumber","United Kingdom","Companies House","04017342"
4574308,"CompanyRegistrationNumber","United Kingdom","Companies House","08224808"
1313406,"CompanyRegistrationNumber","United Kingdom","Companies House","05158885"
2764526,"CompanyRegistrationNumber","United Kingdom","Companies House","07907266"
870216,"CompanyRegistrationNumber","United Kingdom","Companies House","03575012"
1860255,"CompanyRegistrationNumber","United Kingdom","Companies House","06648806"
1311345,"CompanyRegistrationNumber","United Kingdom","Companies House","05152233"
965044,"CompanyRegistrationNumber","United Kingdom","Companies House","04003130"
1169968,"CompanyRegistrationNumber","United Kingdom","Companies House","04697101"
3291794,"CompanyRegistrationNumber","United Kingdom","Companies House","SC131039"
2416921,"CompanyRegistrationNumber","United Kingdom","Companies House","07527930"
3438762,"CompanyRegistrationNumber","United Kingdom","Companies House","06274766"
2084570,"CompanyRegistrationNumber","United Kingdom","Companies House","07066366"
3440614,"CompanyRegistrationNumber","United Kingdom","Companies House","06780105"
3067067,"CompanyRegistrationNumber","United Kingdom","Companies House","SC066141"
2406230,"CompanyRegistrationNumber","United Kingdom","Companies House","07515900"
4008346,"CompanyRegistrationNumber","United Kingdom","Company House","Nbr 7281845"
2566069,"CompanyRegistrationNumber","United Kingdom","Companies House","07692590"
2173199,"CompanyRegistrationNumber","United Kingdom","Companies House","07204218"
4472344,"CompanyRegistrationNumber","United Kingdom","Companies House","08195425"
4204675,"CompanyRegistrationNumber","United Kingdom","Companies House","08110389"
1449049,"CompanyRegistrationNumber","United Kingdom","Companies House","05584297"
4233481,"CompanyRegistrationNumber","United Kingdom","Companies House","06964904"
922139,"CompanyRegistrationNumber","United Kingdom","Companies House","03820126"
9583895,"CompanyRegistrationNumber","United Kingdom","Companies House","08411571"
2345957,"CompanyRegistrationNumber","United Kingdom","Companies House","07446409"
133575,"CompanyRegistrationNumber","United Kingdom","Companies House","05561863"
1510305,"CompanyRegistrationNumber","United Kingdom","Companies House","05764687"
4920798,"CompanyRegistrationNumber","United Kingdom","Companies House","08060110"
2518918,"CompanyRegistrationNumber","United Kingdom","Companies House","07640901"
4203178,"CompanyRegistrationNumber","United Kingdom","Companies House","08108835"
3368556,"CompanyRegistrationNumber","United Kingdom","Companies House","07388196"
2116419,"CompanyRegistrationNumber","United Kingdom","Companies House","07118130"
2927294,"CompanyRegistrationNumber","United Kingdom","Companies House","08076263"
2797641,"CompanyRegistrationNumber","United Kingdom","Companies House","07942608"
2901479,"CompanyRegistrationNumber","United Kingdom","Companies House","08049884"
10855560,"CompanyRegistrationNumber","","","HRA 200481"
15107593,"CompanyRegistrationNumber","United Kingdom","Companies House","08670919"
2437658,"CompanyRegistrationNumber","United Kingdom","Companies House","07551070"
2875185,"CompanyRegistrationNumber","United Kingdom","Companies House","08022923"
4751060,"CompanyRegistrationNumber","United Kingdom","Companies House","OC379106"
4471314,"CompanyRegistrationNumber","United Kingdom","Companies House","08194363"
23212,"CompanyRegistrationNumber","United Kingdom","Companies House","07865290"
3119919,"CompanyRegistrationNumber","United Kingdom","Companies House","SC283841"
1566683,"CompanyRegistrationNumber","United Kingdom","Companies House","05931213"
2638129,"CompanyRegistrationNumber","United Kingdom","Companies House","07771204"
15147127,"CompanyRegistrationNumber","United Kingdom","Companies House","08711645"
3602230,"CompanyRegistrationNumber","United Kingdom","Companies House","02871459"
11683822,"CompanyRegistrationNumber","United Kingdom","Companies House","08470317"
3152385,"CompanyRegistrationNumber","United Kingdom","Companies House","SC353416"
2239760,"CompanyRegistrationNumber","United Kingdom","Companies House","07300928"
4754252,"CompanyRegistrationNumber","United Kingdom","Companies House","SC435804"
4210141,"CompanyRegistrationNumber","United Kingdom","Companies House","08116069"
1840157,"CompanyRegistrationNumber","United Kingdom","Companies House","06605596"
4437546,"CompanyRegistrationNumber","United Kingdom","Companies House","05698775"
1013981,"CompanyRegistrationNumber","United Kingdom","Companies House","04197375"
1770621,"CompanyRegistrationNumber","United Kingdom","Companies House","06458403"
593994,"CompanyRegistrationNumber","United Kingdom","Companies House","01869253"
2573191,"CompanyRegistrationNumber","United Kingdom","Companies House","07700406"
1329387,"CompanyRegistrationNumber","United Kingdom","Companies House","05211058"
2269747,"CompanyRegistrationNumber","United Kingdom","Companies House","07344113"
2588732,"CompanyRegistrationNumber","United Kingdom","Companies House","07717396"
12368733,"CompanyRegistrationNumber","United Kingdom","Companies House","OC385636"
120841,"CompanyRegistrationNumber","United Kingdom","Companies House","05433243"
1179680,"CompanyRegistrationNumber","United Kingdom","Companies House","04723167"
2189466,"CompanyRegistrationNumber","United Kingdom","Companies House","07227780"
1731211,"CompanyRegistrationNumber","United Kingdom","Companies House","06369481"
13549223,"CompanyRegistrationNumber","United Kingdom","Companies House","08595493"
2924602,"CompanyRegistrationNumber","United Kingdom","Companies House","08073510"
5032062,"CompanyRegistrationNumber","United Kingdom","Companies House","08419196"
2866278,"CompanyRegistrationNumber","United Kingdom","Companies House","08013796"
1593027,"CompanyRegistrationNumber","United Kingdom","Companies House","06002089"
3271687,"CompanyRegistrationNumber","United Kingdom","Companies House","NI612951"
6917645,"CompanyRegistrationNumber","","","22883/059/60"
13606416,"CompanyRegistrationNumber","United Kingdom","Companies House","08654541"
3082655,"CompanyRegistrationNumber","United Kingdom","Companies House","SC169333"
3282112,"CompanyRegistrationNumber","United Kingdom","Companies House","SC201091"
3159426,"CompanyRegistrationNumber","United Kingdom","Companies House","SC365440"
4789097,"CompanyRegistrationNumber","United Kingdom","Companies House","08282038"
2970324,"CompanyRegistrationNumber","United Kingdom","Companies House","LP011902"
1306794,"CompanyRegistrationNumber","United Kingdom","Companies House","05137571"
11230461,"CompanyRegistrationNumber","United Kingdom","Companies House","08443948"
5058414,"CompanyRegistrationNumber","United Kingdom","Companies House","04703250"
1626144,"CompanyRegistrationNumber","United Kingdom","Companies House","06092913"
5058895,"CompanyRegistrationNumber","","","1098746"
5058895,"CompanyRegistrationNumber","United Kingdom","Companies House","04683961"
11709665,"CompanyRegistrationNumber","United Kingdom","Companies House","08497150"
2895833,"CompanyRegistrationNumber","United Kingdom","Companies House","08044099"
1585604,"CompanyRegistrationNumber","United Kingdom","Companies House","05982938"
499726,"CompanyRegistrationNumber","United Kingdom","Companies House","00979822"
2169402,"CompanyRegistrationNumber","United Kingdom","Companies House","07198760"
11687150,"CompanyRegistrationNumber","United Kingdom","Companies House","08473779"
3639511,"CompanyRegistrationNumber","United Kingdom","Companies House","02243676"
1660803,"CompanyRegistrationNumber","United Kingdom","Companies House","06195187"
694360,"CompanyRegistrationNumber","United Kingdom","Companies House","02626421"
2471883,"CompanyRegistrationNumber","United Kingdom","Companies House","07589019"
3150459,"CompanyRegistrationNumber","United Kingdom","Companies House","SC349936"
2369796,"CompanyRegistrationNumber","United Kingdom","Companies House","07474045"
12954413,"CompanyRegistrationNumber","United Kingdom","Companies House","07330034"
11565387,"CompanyRegistrationNumber","","","B 350 476 487"
64156,"CompanyRegistrationNumber","United Kingdom","Companies House","07242271"
10880187,"CompanyRegistrationNumber","","","47 150 104 662"
1774246,"CompanyRegistrationNumber","United Kingdom","Companies House","06466589"
1779790,"CompanyRegistrationNumber","United Kingdom","Companies House","06478821"
152384,"CompanyRegistrationNumber","","","101356"
152384,"CompanyRegistrationNumber","United Kingdom","Companies House","04655843"
2707372,"CompanyRegistrationNumber","United Kingdom","Companies House","07846090"
12956977,"CompanyRegistrationNumber","","","253250"
12956977,"CompanyRegistrationNumber","United Kingdom","Companies House","07688136"
2171201,"CompanyRegistrationNumber","United Kingdom","Companies House","07201346"
13559223,"CompanyRegistrationNumber","United Kingdom","Companies House","08605859"
2673586,"CompanyRegistrationNumber","United Kingdom","Companies House","07809607"
3388470,"CompanyRegistrationNumber","United Kingdom","Companies House","04794147"
1403395,"CompanyRegistrationNumber","United Kingdom","Companies House","05444062"
1715997,"CompanyRegistrationNumber","United Kingdom","Companies House","06332519"
2562255,"CompanyRegistrationNumber","United Kingdom","Companies House","07688422"
13526402,"CompanyRegistrationNumber","United Kingdom","Companies House","08571845"
1499691,"CompanyRegistrationNumber","United Kingdom","Companies House","05735558"
2790958,"CompanyRegistrationNumber","United Kingdom","Companies House","07935521"
1097181,"CompanyRegistrationNumber","United Kingdom","Companies House","04483861"
2608727,"CompanyRegistrationNumber","United Kingdom","Companies House","07739231"
3333740,"CompanyRegistrationNumber","United Kingdom","Companies House","07820777"
2758660,"CompanyRegistrationNumber","United Kingdom","Companies House","07900939"
156681,"CompanyRegistrationNumber","United Kingdom","Companies House","04658229"
904960,"CompanyRegistrationNumber","United Kingdom","Companies House","03742382"
3323941,"CompanyRegistrationNumber","United Kingdom","Companies House","07504484"
1535168,"CompanyRegistrationNumber","United Kingdom","Companies House","05843657"
1183081,"CompanyRegistrationNumber","United Kingdom","Companies House","04733765"
903170,"CompanyRegistrationNumber","United Kingdom","Companies House","03734663"
2830764,"CompanyRegistrationNumber","United Kingdom","Companies House","07977317"
1747276,"CompanyRegistrationNumber","United Kingdom","Companies House","06406889"
2569713,"CompanyRegistrationNumber","United Kingdom","Companies House","07696594"
13521743,"CompanyRegistrationNumber","United Kingdom","Companies House","08567029"
1077141,"CompanyRegistrationNumber","United Kingdom","Companies House","04421933"
1330702,"CompanyRegistrationNumber","United Kingdom","Companies House","05215425"
10576118,"CompanyRegistrationNumber","","","12 094 225 073"
10576118,"CompanyRegistrationNumber","","","14 094 225 082"
10576118,"CompanyRegistrationNumber","","","16 094 225 091"
10576118,"CompanyRegistrationNumber","","","34 139 626 994"
10576118,"CompanyRegistrationNumber","","","45 090 513 849"
10576118,"CompanyRegistrationNumber","","","47 091 509 796"
10576118,"CompanyRegistrationNumber","","","64 094 218 443"
10576118,"CompanyRegistrationNumber","","","65 133 058 741"
10576118,"CompanyRegistrationNumber","","","79 135 424 878"
10576118,"CompanyRegistrationNumber","","","84 137 606 172"
10576118,"CompanyRegistrationNumber","","","99 094 225 064"
13495869,"CompanyRegistrationNumber","United Kingdom","Companies House","08607295"
69239,"CompanyRegistrationNumber","United Kingdom","Companies House","07310894"
12953463,"CompanyRegistrationNumber","United Kingdom","Companies House","07771193"
1818870,"CompanyRegistrationNumber","United Kingdom","Companies House","06560258"
626545,"CompanyRegistrationNumber","United Kingdom","Companies House","02125979"
4318919,"CompanyRegistrationNumber","United Kingdom","Companies House","08149372"
2636588,"CompanyRegistrationNumber","United Kingdom","Companies House","07769521"
1727006,"CompanyRegistrationNumber","United Kingdom","Companies House","06359473"
1004397,"CompanyRegistrationNumber","United Kingdom","Companies House","04162585"
68619,"CompanyRegistrationNumber","United Kingdom","Companies House","07081541"
873211,"CompanyRegistrationNumber","United Kingdom","Companies House","03590217"
3177203,"CompanyRegistrationNumber","United Kingdom","Companies House","SC390518"
875294,"CompanyRegistrationNumber","United Kingdom","Companies House","03600349"
1343997,"CompanyRegistrationNumber","United Kingdom","Companies House","05260459"
5013078,"CompanyRegistrationNumber","United Kingdom","Companies House","08376100"
2928409,"CompanyRegistrationNumber","United Kingdom","Companies House","08077398"
2616675,"CompanyRegistrationNumber","United Kingdom","Companies House","07747890"
5003737,"CompanyRegistrationNumber","United Kingdom","Companies House","08366394"
9609911,"CompanyRegistrationNumber","United Kingdom","Companies House","06408086"
674962,"CompanyRegistrationNumber","United Kingdom","Companies House","02490671"
748615,"CompanyRegistrationNumber","United Kingdom","Companies House","02947296"
3499144,"CompanyRegistrationNumber","United Kingdom","Companies House","05678421"
2060171,"CompanyRegistrationNumber","United Kingdom","Companies House","07024599"
793166,"CompanyRegistrationNumber","United Kingdom","Companies House","03187008"
1144599,"CompanyRegistrationNumber","United Kingdom","Companies House","04623637"
13925338,"CompanyRegistrationNumber","","","002130"
13992245,"CompanyRegistrationNumber","","","79 996 874 017"
1785717,"CompanyRegistrationNumber","United Kingdom","Companies House","06492247"
3015956,"CompanyRegistrationNumber","United Kingdom","Companies House","OC307307"
5371881,"CompanyRegistrationNumber","","","J40/12378/2004"
2165168,"CompanyRegistrationNumber","United Kingdom","Companies House","07192625"
1887114,"CompanyRegistrationNumber","United Kingdom","Companies House","06705179"
2932195,"CompanyRegistrationNumber","United Kingdom","Companies House","08081277"
5058115,"CompanyRegistrationNumber","United Kingdom","Companies House","04432897"
1689945,"CompanyRegistrationNumber","United Kingdom","Companies House","06267250"
4364338,"CompanyRegistrationNumber","United Kingdom","Companies House","03951428"
15141697,"CompanyRegistrationNumber","United Kingdom","Companies House","08706046"
13604630,"CompanyRegistrationNumber","United Kingdom","Companies House","08652705"
711007,"CompanyRegistrationNumber","United Kingdom","Companies House","02730051"
14814082,"CompanyRegistrationNumber","United Kingdom","Companies House","07232405"
2759908,"CompanyRegistrationNumber","United Kingdom","Companies House","07902292"
3397335,"CompanyRegistrationNumber","United Kingdom","Companies House","06498196"
14818066,"CompanyRegistrationNumber","United Kingdom","Companies House","03434663"
4803123,"CompanyRegistrationNumber","United Kingdom","Companies House","08296571"
3333118,"CompanyRegistrationNumber","United Kingdom","Companies House","07646802"
948242,"CompanyRegistrationNumber","United Kingdom","Companies House","03930129"
4593061,"CompanyRegistrationNumber","United Kingdom","Companies House","SC266004"
15115878,"CompanyRegistrationNumber","United Kingdom","Companies House","08679472"
13641787,"CompanyRegistrationNumber","United Kingdom","Companies House","06323394"
3588838,"CompanyRegistrationNumber","","","0008"
3588838,"CompanyRegistrationNumber","United Kingdom","Companies House","01473169"
3470121,"CompanyRegistrationNumber","United Kingdom","Companies House","05897697"
1009351,"CompanyRegistrationNumber","United Kingdom","Companies House","04180932"
661974,"CompanyRegistrationNumber","United Kingdom","Companies House","02394353"
11240031,"CompanyRegistrationNumber","United Kingdom","Companies House","08453887"
2680268,"CompanyRegistrationNumber","United Kingdom","Companies House","07816796"
12951761,"CompanyRegistrationNumber","United Kingdom","Companies House","07641415"
4332060,"CompanyRegistrationNumber","United Kingdom","Companies House","08162991"
11694709,"CompanyRegistrationNumber","United Kingdom","Companies House","08481651"
14817923,"CompanyRegistrationNumber","United Kingdom","Companies House","04031289"
835337,"CompanyRegistrationNumber","United Kingdom","Companies House","03402501"
1340058,"CompanyRegistrationNumber","United Kingdom","Companies House","05247027"
992831,"CompanyRegistrationNumber","United Kingdom","Companies House","04118587"
9577649,"CompanyRegistrationNumber","United Kingdom","Companies House","08405081"
9583295,"CompanyRegistrationNumber","United Kingdom","Companies House","08410953"
3177199,"CompanyRegistrationNumber","United Kingdom","Companies House","SC390512"
4573362,"CompanyRegistrationNumber","United Kingdom","Companies House","08223818"
2616372,"CompanyRegistrationNumber","United Kingdom","Companies House","07747555"
13567148,"CompanyRegistrationNumber","United Kingdom","Companies House","08614016"
4374333,"CompanyRegistrationNumber","United Kingdom","Companies House","01705130"
4792119,"CompanyRegistrationNumber","United Kingdom","Companies House","08285152"
4377285,"CompanyRegistrationNumber","United Kingdom","Companies House","03236070"
996587,"CompanyRegistrationNumber","United Kingdom","Companies House","04132423"
3436756,"CompanyRegistrationNumber","United Kingdom","Companies House","06587375"
2101912,"CompanyRegistrationNumber","United Kingdom","Companies House","07094774"
362479,"CompanyRegistrationNumber","United Kingdom","Company House","SC086146"
3351144,"CompanyRegistrationNumber","United Kingdom","Companies House","07104799"
